X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,LOCALIDADE,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
-862559.872499999,4446908.9339,260,391,Estúdios Salinas Piso 2-4,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,261,392,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 214C  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,262,393,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 213C  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,263,394,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 212B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-837434.988899998,4462612.4869,264,395,alojamento local/ habitação,2014/11/06 00:00:00+00,2014/11/06 00:00:00+00,Apartamento,3,apt.mantamar@gmail.com,Rua Dr. Luis Medeiros Antunes 307/Q  ,8900-038,Vila Nova de cacela,"37,1684490009551 ; -7,52280649967277",NaoFiavel,081601,Vila Nova de Cacela,Vila Real de Santo António,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-830741.237100001,4888168.0429,266,401,Maria Patrocina Pires Valente Salvado,2014/03/05 00:00:00+00,2014/03/05 00:00:00+00,Moradia,5,fmsalvado@gmail.com,Caminho Grade de Ouro 10  ,6230-801,Carvalhal,"40,1527751180853 ; -7,46267550450852",NaoFiavel,050434,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
-868235.5977,4448818.1557,267,402,Orbitur ,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,5,orbiturporto@orbitur.pt,Ilha Ilha da Armona  210 B  ,8700-000,Olhão,"37,0696400007615 ; -7,79949307668966",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,268,403,Estúdios Salinas Piso 1-7,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-846237.943700001,4458083.0289,269,405,Apt. Bella,2014/05/23 00:00:00+00,2025/05/08 00:00:00+00,Apartamento,6,carina@smartavillas.com,Rua Doutor João Amaral 6 r/c Esq,8800-591,Cabanas,"37,1360186470633 ; -7,60188478857925",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,270,406,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 209B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,271,408,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 208B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,272,409,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 207B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-965924.508000001,4813327.2768,273,410,Adelino Gomes Pereira,2012/04/17 00:00:00+00,1996/08/10 00:00:00+00,EstabelecimentoHospedagem,41,elisabetenp@gmail.com,Rua Arcanjo São Miguel 12  ,2495-416,Cova da Iria,"39,6369709414866 ; -8,67704748855889",NaoFiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-1017674.3656,4680494.718,274,412,Chiado Trindade,2012/11/08 00:00:00+00,2012/11/08 00:00:00+00,Apartamento,18,apart_lisbon@sapo.pt,Rua Trindade 30 3 ,1200-468,Lisboa,"38,7119517368779 ; -9,14192436893365",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-965400.819499999,4812235.3303,275,413,Maria Olinda de Jesus Oliveira,2010/08/30 00:00:00+00,2003/05/16 00:00:00+00,EstabelecimentoHospedagem,17,mariajesuscristina@gmail.com,Travessa Santo António 18  ,2495-457,Cova da Iria,"39,6294165062946 ; -8,67234311431694",NaoFiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-847288.044,5008753.3616,276,414,Residencial Novo Horizonte,2010/12/19 00:00:00+00,1979/05/18 00:00:00+00,EstabelecimentoHospedagem,16,ernestobramalho@gmail.com,Avenida Doutor Francisco Sá Carneiro 6  ,3620-305,Moimenta da Beira,"40,9756679998951 ; -7,61131799943137",Fiavel,180710,Moimenta da Beira,Moimenta da Beira,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
-1016360.4097,4683536.1027,277,416,My Place,2013/12/02 00:00:00+00,2013/12/02 00:00:00+00,Apartamento,6,c3alencar@gmail.com,Rua Doutor Oliveira Ramos 49 4 402,1900-210,Lisboa,"38,7332673077252 ; -9,13012090198598",Fiavel,110663,Penha de França,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-966038.291200001,4812652.5168,278,417,Casa Rossio,2008/06/18 00:00:00+00,2003/01/30 00:00:00+00,EstabelecimentoHospedagem,14,casarossio@sapo.pt,Travessa Jacinta Marto 38  ,2495-450,Cova da Iria,"39,6323028337593 ; -8,67806962070334",NaoFiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-974008.519400001,4546857.8378,279,418,Apartamentos Monte da Rosa,2014/11/07 00:00:00+00,2014/11/07 00:00:00+00,Apartamento,6,geral@apartamentosmontedarosa.com,Urbanização Monte da Rosa 17  ,7645-284,Vila Nova de Milfontes,"37,7690950005031 ; -8,74966739869657",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
-980937.5218,4806349.3406,280,419,AL Céu Azul,2014/12/22 00:00:00+00,2014/12/22 00:00:00+00,EstabelecimentoHospedagem,18,ceuazul.al@gmail.com,Rua Principal 691  ,2480-162,Livramento,"39,5886811403223 ; -8,81191168628156",Fiavel,101614,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,Leiria,Região de Leiria,Centro,Turismo do Centro de Portugal,Não
-819666.5614,4778879.5047,281,420,Casa dos Galegos,2013/08/27 00:00:00+00,2013/08/27 00:00:00+00,Moradia,2,boto.daniel@gmail.com,Estrada Bloco do Registo Cx. 21  ,7330-075,Marvão,"39,3982529447032 ; -7,36319000012948",NaoFiavel,121003,Santo António das Areias,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
-986802.090100002,4480266.8196,282,421,Casa do Alto,2009/01/09 00:00:00+00,2009/01/09 00:00:00+00,Apartamento,6,casasdomar@hotmail.com,"Urbanização Alto da Arrifana, Lote 13-B   ",8670-111,Praia da Arrifana,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,283,422,Daguasoul House ,2006/07/21 00:00:00+00,2019/02/03 00:00:00+00,EstabelecimentoHospedagem,10,sofia.karuna@gmail.com,Urbanização Urbanização Vale Telha  R/C ,8670-156,Vale da Telha Sector C Lote 104 ,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-859196.7524,5028840.4626,284,423,Casa da Capela de Cima,2007/05/11 00:00:00+00,2014/06/17 00:00:00+00,Moradia,12,info@casadacapela.com,1ª Rua Capela 1  ,5110-012,Aldeias,"41,1111060011928 ; -7,7194520002745",Fiavel,180101,Aldeias,Armamar,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Sim
-857869.740800001,4465209.0125,288,427,Sofia Rocio Andersen,2012/12/11 00:00:00+00,2012/12/11 00:00:00+00,Apartamento,2,teresa.rocio@gmail.com,Urbanização Cabanas Village 12 r/c Esq,8800-592,Cabanas,"37,1870335276897 ; -7,70637499972959",NaoFiavel,081412,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-821123.466600001,4778367.2602,289,428,Maruan Heaven,2013/04/09 00:00:00+00,2013/04/09 00:00:00+00,Moradia,7,paulormata@hotmail.com,1ª Rua de Baixo 6  ,7330-000,Marvão,"39,3946969769315 ; -7,37627760174278",NaoFiavel,121002,Santa Maria de Marvão,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
-846011.590300001,4458680.17,290,429,Knud Mollenbach,2012/12/11 00:00:00+00,2012/12/11 00:00:00+00,Apartamento,6,km@nordivox.dk,Rua Raul Brandão lote 18 1 Esq,8800-595,Cabanas,"37,1402948988466 ; -7,59985142075173",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018104.5788,4680454.7174,292,432,Lisbon Core II,2014/07/01 00:00:00+00,2014/07/01 00:00:00+00,Apartamento,2,contact@positive-cloud.com,Rua Luz Soriano 26 2 ,1200-246,Lisboa,"38,7116713501205 ; -9,1457890396253",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-962788.5383,5040153.1024,294,436,ATLANTIC VOGUE HOSTEL,2013/09/20 00:00:00+00,2013/09/20 00:00:00+00,EstabelecimentoHospedagemHostel,30,rcrei@sapo.pt,Rua Ator Vasco Santana 441  ,4460-437,Senhora da Hora,"41,1882826391234 ; -8,64887659294369",NaoFiavel,130824,Senhora da Hora,Matosinhos,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
-1019281.0656,4680532.6078,297,440,House São Bento,2014/11/24 00:00:00+00,2014/11/24 00:00:00+00,EstabelecimentoHospedagem,18,housesaobento@gmail.com,Rua Borges Carneiro 38 r/c esq,1200-619,Lisboa,"38,7122173270906 ; -9,15635760013084",Fiavel,110660,Estrela,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-963325.6395,5039059.9644,298,441,T1 LOFT MOBILADO E EQUIPADO,2014/05/07 00:00:00+00,2014/05/07 00:00:00+00,Apartamento,4,pdslda@gmail.com,Rua Amadeu de Sousa Cardoso 50 6 hab 615,4460-481,Senhora da Hora,"41,1808923163634 ; -8,65370145530811",NaoFiavel,130824,Senhora da Hora,Matosinhos,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
-924665.275899999,4975868.166,302,447,CASA DO BOUÇO VELHO,2011/12/12 00:00:00+00,2011/12/12 00:00:00+00,Moradia,6,casa.bouco.velho@gmail.com,Rua BOUÇO VELHO   ,3740-036,Couto de Baixo,"40,752258001072 ; -8,30640950047067",NaoFiavel,011702,Couto de Esteves,Sever do Vouga,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Não
-965475.540100001,4452891.9136,303,448,Lagos City Center - Guest House,2014/12/22 15:27:44+00,2014/12/22 00:00:00+00,EstabelecimentoHospedagemHostel,10,lagoscitycenter@sapo.pt,Rua Lançarote de Freitas 58 1º ,8600-605,Lagos,"37,098833807251 ; -8,67301434122735",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977792.810899999,4494369.3659,304,449,Casa do Forno,2008/12/17 00:00:00+00,2008/12/17 00:00:00+00,Moradia,2,claudiamv@sapo.pt,Zona Maria Vinagre    ,8670-430,Maria Vinagre ,"37,3954333634548 ; -8,78366226758087",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018177.0239,4680279.4927,305,450,Bica 1,2014/12/04 18:38:01+00,2014/12/01 00:00:00+00,Apartamento,8,luis7hills@gmail.com,Rua Almada 38 1º ,1200-021,Lisboa,"38,7104430877777 ; -9,1464398255009",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-1018124.4208,4680213.9825,306,451,Apartamento Bica,2014/12/05 09:14:11+00,2014/12/01 00:00:00+00,Apartamento,8,prrunipessoal@gmail.com,Travessa Laranjeira 8 3 Dto,1200-238,Lisboa,"38,7099838795133 ; -9,14596728354499",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-861251.5713,4449458.2699,308,454,Ulrico Schiffenegger,2014/05/09 00:00:00+00,2014/05/09 00:00:00+00,Moradia,6,arq.jorge_pereira@hotmail.com,Zona Arroteia 244E  ,8800-102,Arroteia,"37,0742280013349 ; -7,73675449987391",NaoFiavel,081415,Luz de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,309,455,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 206D  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,310,456,Estúdios Salinas r/c-07,2013/06/29 00:00:00+00,2013/06/29 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo  da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,311,457,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 205B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,312,458,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 204B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,313,459,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 203B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,314,461,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 202B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,315,462,Orbitur,2013/09/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,4,orbiturporto@orbitur.pt,Ilha da Armona 201B  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-846075.850099999,4458108.0356,316,463,Roger Cross,2014/05/22 00:00:00+00,2014/05/22 00:00:00+00,Apartamento,2,teresa.torres@majordomus.pt,Rua Mouzinho de Albuquerque 7 2 dto,8800-591,Cabanas,"37,1361977299985 ; -7,60042867655505",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,317,464,Estúdios Salinas r/c-6,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo  da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977113.6294,4491111.1067,318,466,QUINTA DA RIBEIRA - CASA LARANJA,2012/05/28 00:00:00+00,2012/05/28 00:00:00+00,Moradia,5,casaadaribeira@gmail.com,Zona Vale de Carros   ,8670-416,Rogil,"37,3721762688266 ; -8,77756107652533",Fiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,319,467,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção C ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,320,469,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção D ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-975873.329799999,4484187.8905,321,470,CASA AZUL,2011/11/04 00:00:00+00,2011/11/04 00:00:00+00,Moradia,4,sigridpaschke@mail.telepac.pt,Zona Cerca dos Pomares   ,8671-909,Aljezur,"37,3227351715413 ; -8,76641927506191",PoucoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,322,471,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção E ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,323,472,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção F ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,324,473,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção G ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,325,474,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção H ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,326,475,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção I ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-876040.957600001,4446863.1638,327,476,Estúdios Salinas Piso 1-2,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo  da Igreja 1  ,8700-018,Fuseta,"37,0556259335229 ; -7,86960981758135",NaoFiavel,081004,Pechão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-982707.425299998,4448308.1013,328,477,Casa Alvorada B,2010/12/16 00:00:00+00,2010/12/16 00:00:00+00,Apartamento,4,bob.parsons45@me.com,Zona dos Corgos Lt 19 - B  ,8650-190,Salema,"37,0659840013191 ; -8,82781099959827",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,329,478,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina 18 Fracção J ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-896480.963,5056278.4814,330,479,Casinha do Monte,2014/12/09 11:01:45+00,2014/11/01 00:00:00+00,Moradia,6,arq.castelobranco@gmail.com,Rua Cabo 1  ,4600-635,Gatão,"41,2972037597922 ; -8,0532255097426",PoucoFiavel,130142,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão",Amarante,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
-876040.957600001,4446863.1638,331,480,Estúdios Salinas r/c -5,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,0556259335229 ; -7,86960981758135",NaoFiavel,081004,Pechão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-982707.425299998,4448308.1013,332,481,Casa Alvorada A,2010/12/16 00:00:00+00,2010/12/16 00:00:00+00,Apartamento,6,bob.parsons45@me.com,Zona dos Corgos Lt 19 -A  ,8650-190,Salema,"37,0659840013191 ; -8,82781099959827",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,333,482,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,6,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração E,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,334,483,Real Marina Residence,2014/12/18 00:00:00+00,2014/12/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração F,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,335,484,Estúdios Salinas Piso 1-3,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo  da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-837434.988899998,4462612.4869,336,485,alojamento local,2014/11/06 00:00:00+00,2014/11/06 00:00:00+00,Apartamento,3,apt.mantamar@gmail.com,Rua Dr. Luis Medeiros Antunes 207  ,8900-038,Manta Rota,"37,1684490009551 ; -7,52280649967277",NaoFiavel,081601,Vila Nova de Cacela,Vila Real de Santo António,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
